,artist,region,stream,year,Rank
1120,BEHM,Finland,43650334,2020,1
1121,william,Finland,24549565,2020,2
1122,JVG,Finland,23429923,2020,3
1123,The Weeknd,Finland,20719137,2020,4
1124,Pyhimys,Finland,19665461,2020,5
1125,Ava Max,Finland,18951755,2020,6
1126,Billie Eilish,Finland,15284675,2020,7
1127,Arttu Wiskari,Finland,15015300,2020,8
1128,Juice WRLD,Finland,14437427,2020,9
1129,Gettomasa,Finland,13718519,2020,10
1130,Måneskin,Finland,30546524,2021,1
1131,BEHM,Finland,23000746,2021,2
1132,Haloo Helsinki!,Finland,21321537,2021,3
1133,Olivia Rodrigo,Finland,16353520,2021,4
1134,The Weeknd,Finland,15447806,2021,5
1135,Lil Nas X,Finland,15028172,2021,6
1136,Blind Channel,Finland,14718024,2021,7
1137,Portion Boys,Finland,12965491,2021,8
1138,william,Finland,12918337,2021,9
1139,Ed Sheeran,Finland,12711356,2021,10
1140,Ed Sheeran,Global,4526988042,2017,1
1141,Kendrick Lamar,Global,1780347270,2017,2
1142,Drake,Global,1361655753,2017,3
1143,Imagine Dragons,Global,1149847381,2017,4
1144,Clean Bandit,Global,1043145461,2017,5
1145,Bruno Mars,Global,955429492,2017,6
1146,Shawn Mendes,Global,929555013,2017,7
1147,DJ Khaled,Global,924103394,2017,8
1148,Charlie Puth,Global,911236326,2017,9
1149,"Luis Fonsi, Daddy Yankee, Justin Bieber",Global,908572590,2017,10
1150,Juice WRLD,Global,2646394526,2020,1
1151,The Weeknd,Global,2584034546,2020,2
1152,Billie Eilish,Global,2567696633,2020,3
1153,Dua Lipa,Global,2154795044,2020,4
1154,Harry Styles,Global,1976688397,2020,5
1155,Pop Smoke,Global,1819047657,2020,6
1156,Ariana Grande,Global,1812315736,2020,7
1157,Justin Bieber,Global,1777000385,2020,8
1158,Lewis Capaldi,Global,1621972303,2020,9
1159,Bad Bunny,Global,1613431336,2020,10
1160,Ozuna,Guatemala,6118531,2017,1
1161,Ed Sheeran,Guatemala,4986688,2017,2
1162,Maluma,Guatemala,4064908,2017,3
1163,Nicky Jam,Guatemala,4061733,2017,4
1164,Danny Ocean,Guatemala,3604185,2017,5
1165,Piso 21,Guatemala,3294420,2017,6
1166,Zion & Lennox,Guatemala,3092249,2017,7
1167,Luis Fonsi,Guatemala,2789398,2017,8
1168,Shakira,Guatemala,2719962,2017,9
1169,Yandel,Guatemala,2564189,2017,10
1170,Ed Sheeran,Hong Kong,13633470,2019,1
1171,Hins Cheung,Hong Kong,10852271,2019,2
1172,Ariana Grande,Hong Kong,10838479,2019,3
1173,Billie Eilish,Hong Kong,9437809,2019,4
1174,Taylor Swift,Hong Kong,6914211,2019,5
1175,Post Malone,Hong Kong,6589614,2019,6
1176,Joey Yung,Hong Kong,5709817,2019,7
1177,JJ Lin,Hong Kong,5707489,2019,8
1178,Eason Chan,Hong Kong,5638953,2019,9
1179,Eric Chou,Hong Kong,5322648,2019,10
1180,Aron Can,Iceland,4449255,2017,1
1181,Ed Sheeran,Iceland,3492234,2017,2
1182,"JóiPé, Króli",Iceland,3479278,2017,3
1183,Floni,Iceland,1858781,2017,4
1184,Kendrick Lamar,Iceland,1653913,2017,5
1185,"Luis Fonsi, Daddy Yankee, Justin Bieber",Iceland,1568635,2017,6
1186,Herra Hnetusmjör,Iceland,1531404,2017,7
1187,Sturla Atlas,Iceland,1381434,2017,8
1188,Drake,Iceland,1265355,2017,9
1189,"Chase Anthony, JóiPé",Iceland,1160173,2017,10
1190,Hafdís Huld,Iceland,6928800,2021,1
1191,BRÍET,Iceland,3503614,2021,2
1192,Birnir,Iceland,3106543,2021,3
1193,Olivia Rodrigo,Iceland,3020177,2021,4
1194,Bubbi Morthens,Iceland,2561797,2021,5
1195,Aron Can,Iceland,2309381,2021,6
1196,The Weeknd,Iceland,2027024,2021,7
1197,Kanye West,Iceland,2025064,2021,8
1198,Lil Nas X,Iceland,1999437,2021,9
1199,Måneskin,Iceland,1908449,2021,10
1200,Eden Hason,Israel,21775150,2021,1
1201,Omer Adam,Israel,17552658,2021,2
1202,Hanan Ben Ari,Israel,12644812,2021,3
1203,Raviv Kaner,Israel,11683675,2021,4
1204,Lil Nas X,Israel,10249666,2021,5
1205,Olivia Rodrigo,Israel,9377623,2021,6
1206,The Weeknd,Israel,9267356,2021,7
1207,Ishay Ribo,Israel,7840062,2021,8
1208,Idan Rafael Haviv,Israel,7516129,2021,9
1209,Ravid Plotnik,Israel,7266629,2021,10
1210,Ed Sheeran,Japan,15955703,2017,1
1211,TWICE,Japan,11332754,2017,2
1212,Shota Shimizu,Japan,11231606,2017,3
1213,ONE OK ROCK,Japan,10980269,2017,4
1214,AAA,Japan,8118976,2017,5
1215,Bruno Mars,Japan,7184340,2017,6
1216,Justin Bieber,Japan,7174052,2017,7
1217,Charlie Puth,Japan,4599115,2017,8
1218,Clean Bandit,Japan,4363178,2017,9
1219,Zedd,Japan,3992246,2017,10
1220,Official HIGE DANdism,Japan,406558359,2020,1
1221,King Gnu,Japan,195959014,2020,2
1222,Aimyon,Japan,182673144,2020,3
1223,Mrs. GREEN APPLE,Japan,138437951,2020,4
1224,YOASOBI,Japan,129040680,2020,5
1225,BTS,Japan,120330899,2020,6
1226,Kenshi Yonezu,Japan,112748251,2020,7
1227,back number,Japan,85304489,2020,8
1228,Masaki Suda,Japan,73088923,2020,9
1229,ヨルシカ,Japan,72272791,2020,10
1230,Måneskin,Latvia,3558713,2021,1
1231,Olivia Rodrigo,Latvia,2367284,2021,2
1232,Doja Cat,Latvia,2322261,2021,3
1233,Lil Nas X,Latvia,2019565,2021,4
1234,The Weeknd,Latvia,1832767,2021,5
1235,Billie Eilish,Latvia,1536114,2021,6
1236,The Neighbourhood,Latvia,1309354,2021,7
1237,The Kid LAROI,Latvia,1258093,2021,8
1238,MORGENSHTERN,Latvia,1175566,2021,9
1239,Dua Lipa,Latvia,1163588,2021,10
1240,BTS,Malaysia,42699686,2020,1
1241,BLACKPINK,Malaysia,37655062,2020,2
1242,Ariana Grande,Malaysia,23977878,2020,3
1243,Justin Bieber,Malaysia,22899939,2020,4
1244,Billie Eilish,Malaysia,21056576,2020,5
1245,Lewis Capaldi,Malaysia,20989386,2020,6
1246,Lauv,Malaysia,18708047,2020,7
1247,Taylor Swift,Malaysia,15925288,2020,8
1248,Harry Styles,Malaysia,15559430,2020,9
1249,The Weeknd,Malaysia,15122521,2020,10
1250,Maluma,Mexico,240900872,2019,1
1251,Paulo Londra,Mexico,237346144,2019,2
1252,"J Balvin, Bad Bunny",Mexico,169875618,2019,3
1253,Christian Nodal,Mexico,169340942,2019,4
1254,Bad Bunny,Mexico,168340848,2019,5
1255,Banda MS de Sergio Lizárraga,Mexico,139840473,2019,6
1256,Luis Miguel,Mexico,122136849,2019,7
1257,"Pedro Capó, Farruko",Mexico,114108104,2019,8
1258,"Daddy Yankee, Snow",Mexico,112564715,2019,9
1259,"Bad Bunny, Tainy",Mexico,112492472,2019,10
1260,Bad Bunny,Mexico,735345649,2020,1
1261,Christian Nodal,Mexico,475370645,2020,2
1262,J Balvin,Mexico,456926086,2020,3
1263,Maluma,Mexico,314828614,2020,4
1264,Camilo,Mexico,191845329,2020,5
1265,The Weeknd,Mexico,183031514,2020,6
1266,Dua Lipa,Mexico,176288362,2020,7
1267,Danna Paola,Mexico,172614322,2020,8
1268,"KAROL G, Nicki Minaj",Mexico,165377926,2020,9
1269,Luis Miguel,Mexico,153709759,2020,10
1270,Hatim Ammor,Morocco,672154,2019,1
1271,ElGrandeToto,Morocco,648309,2019,2
1272,Saad Lamjarred,Morocco,543537,2019,3
1273,Naar,Morocco,532799,2019,4
1274,Soolking,Morocco,523455,2019,5
1275,Post Malone,Morocco,474558,2019,6
1276,"Shawn Mendes, Camila Cabello",Morocco,452441,2019,7
1277,Billie Eilish,Morocco,442932,2019,8
1278,PNL,Morocco,411769,2019,9
1279,Tones And I,Morocco,410736,2019,10
1280,ElGrandeToto,Morocco,37933124,2021,1
1281,Inkonnu,Morocco,14871451,2021,2
1282,Draganov,Morocco,7516855,2021,3
1283,Snor,Morocco,6065055,2021,4
1284,Tagne,Morocco,5338085,2021,5
1285,Smallx,Morocco,5002041,2021,6
1286,"CKay, ElGrandeToto",Morocco,4960589,2021,7
1287,"Stormy, Tagne",Morocco,4675006,2021,8
1288,kouz1,Morocco,4261147,2021,9
1289,Mocci,Morocco,3464736,2021,10
1290,Bad Bunny,Nicaragua,9799582,2020,1
1291,J Balvin,Nicaragua,3449994,2020,2
1292,Christian Nodal,Nicaragua,2219539,2020,3
1293,Maluma,Nicaragua,2018075,2020,4
1294,Myke Towers,Nicaragua,1902880,2020,5
1295,Rauw Alejandro,Nicaragua,1644280,2020,6
1296,"KAROL G, Nicki Minaj",Nicaragua,1595052,2020,7
1297,"J Balvin, Bad Bunny",Nicaragua,1556875,2020,8
1298,Camilo,Nicaragua,1472905,2020,9
1299,"Bad Bunny, Jowell & Randy, Ñengo Flow",Nicaragua,1338762,2020,10
1300,TIX,Norway,57344320,2020,1
1301,The Weeknd,Norway,47700302,2020,2
1302,Lewis Capaldi,Norway,41809742,2020,3
1303,Ava Max,Norway,39626737,2020,4
1304,Billie Eilish,Norway,39209451,2020,5
1305,Pop Smoke,Norway,37571847,2020,6
1306,Victor Leksell,Norway,33392944,2020,7
1307,Juice WRLD,Norway,30832646,2020,8
1308,Herman Flesvig,Norway,29048727,2020,9
1309,Tones And I,Norway,27822982,2020,10
1310,Bad Bunny,Panama,15638747,2021,1
1311,Boza,Panama,14952296,2021,2
1312,Sech,Panama,9486172,2021,3
1313,Rauw Alejandro,Panama,8181154,2021,4
1314,Olivia Rodrigo,Panama,4685466,2021,5
1315,"Bad Bunny, Jhay Cortez",Panama,4396954,2021,6
1316,KAROL G,Panama,4199254,2021,7
1317,"Myke Towers, Juhn",Panama,4139331,2021,8
1318,Farruko,Panama,3945189,2021,9
1319,Maluma,Panama,3917483,2021,10
1320,Bad Bunny,Peru,77745474,2020,1
1321,Camilo,Peru,61091756,2020,2
1322,Maluma,Peru,52955527,2020,3
1323,J Balvin,Peru,51584692,2020,4
1324,Rauw Alejandro,Peru,32800199,2020,5
1325,KAROL G,Peru,31343023,2020,6
1326,"KAROL G, Nicki Minaj",Peru,27764687,2020,7
1327,Myke Towers,Peru,27169335,2020,8
1328,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Peru,25750337,2020,9
1329,Tainy,Peru,20876796,2020,10
1330,Billie Eilish,Poland,55824280,2019,1
1331,Dawid Podsiadło,Poland,53779026,2019,2
1332,chillwagon,Poland,48907897,2019,3
1333,"Bedoes, Lanek",Poland,42964874,2019,4
1334,Taco Hemingway,Poland,36270012,2019,5
1335,Ariana Grande,Poland,35601778,2019,6
1336,schafter,Poland,33777365,2019,7
1337,White 2115,Poland,32154711,2019,8
1338,Ed Sheeran,Poland,27044619,2019,9
1339,PRO8L3M,Poland,26418267,2019,10
1340,XXXTENTACION,Portugal,18950370,2018,1
1341,Drake,Portugal,15524815,2018,2
1342,Post Malone,Portugal,14543592,2018,3
1343,Wet Bed Gang,Portugal,14107552,2018,4
1344,Piruka,Portugal,8690090,2018,5
1345,Imagine Dragons,Portugal,8062961,2018,6
1346,Khalid,Portugal,7254300,2018,7
1347,Ariana Grande,Portugal,7206457,2018,8
1348,Richie Campbell,Portugal,5924271,2018,9
1349,Ed Sheeran,Portugal,5663727,2018,10
1350,Wet Bed Gang,Portugal,27613584,2019,1
1351,ProfJam,Portugal,21279399,2019,2
1352,Plutónio,Portugal,19746505,2019,3
1353,Billie Eilish,Portugal,18745648,2019,4
1354,Post Malone,Portugal,16917976,2019,5
1355,Ariana Grande,Portugal,12862502,2019,6
1356,Ed Sheeran,Portugal,12610703,2019,7
1357,"Deejay Telio, Deedz B",Portugal,11935504,2019,8
1358,Julinho Ksd,Portugal,11116677,2019,9
1359,Khalid,Portugal,9497479,2019,10
1360,Nane,Romania,11312158,2020,1
1361,Travis Scott,Romania,8087084,2020,2
1362,The Weeknd,Romania,6081715,2020,3
1363,Billie Eilish,Romania,5586052,2020,4
1364,Pop Smoke,Romania,5513537,2020,5
1365,Juice WRLD,Romania,4717480,2020,6
1366,"Ian, Azteca",Romania,4485002,2020,7
1367,XXXTENTACION,Romania,4451678,2020,8
1368,DaBaby,Romania,3578316,2020,9
1369,Ian,Romania,3531782,2020,10
1370,Måneskin,Romania,9986607,2021,1
1371,Tzanca Uraganu,Romania,9695935,2021,2
1372,Lil Nas X,Romania,6898398,2021,3
1373,Doja Cat,Romania,6578464,2021,4
1374,Olivia Rodrigo,Romania,6375376,2021,5
1375,The Weeknd,Romania,6276100,2021,6
1376,Pop Smoke,Romania,5069668,2021,7
1377,Drake,Romania,3828736,2021,8
1378,Dua Lipa,Romania,3804719,2021,9
1379,Travis Scott,Romania,3670240,2021,10
1380,Ed Sheeran,Singapore,53713650,2017,1
1381,Charlie Puth,Singapore,17129835,2017,2
1382,Bruno Mars,Singapore,13565290,2017,3
1383,The Chainsmokers,Singapore,13090138,2017,4
1384,Clean Bandit,Singapore,13083280,2017,5
1385,BTS,Singapore,12714571,2017,6
1386,Shawn Mendes,Singapore,12243305,2017,7
1387,JJ Lin,Singapore,11328416,2017,8
1388,"The Chainsmokers, Coldplay",Singapore,10984343,2017,9
1389,Sam Smith,Singapore,10148358,2017,10
1390,BLACKPINK,Singapore,27745206,2020,1
1391,BTS,Singapore,25994351,2020,2
1392,Eric Chou,Singapore,23205129,2020,3
1393,Lauv,Singapore,19757074,2020,4
1394,Ed Sheeran,Singapore,18549386,2020,5
1395,Lewis Capaldi,Singapore,18118533,2020,6
1396,JJ Lin,Singapore,18096973,2020,7
1397,Ariana Grande,Singapore,17584301,2020,8
1398,Justin Bieber,Singapore,17163156,2020,9
1399,Dua Lipa,Singapore,14597308,2020,10
1400,Post Malone,South Africa,7447735,2019,1
1401,Ed Sheeran,South Africa,6135732,2019,2
1402,Billie Eilish,South Africa,5896103,2019,3
1403,Khalid,South Africa,4448454,2019,4
1404,Ariana Grande,South Africa,3959805,2019,5
1405,Sam Smith,South Africa,2797826,2019,6
1406,Taylor Swift,South Africa,2337430,2019,7
1407,Lil Nas X,South Africa,2257749,2019,8
1408,benny blanco,South Africa,1907688,2019,9
1409,Lewis Capaldi,South Africa,1891197,2019,10
1410,Drake,South Africa,16071308,2021,1
1411,Olivia Rodrigo,South Africa,9115095,2021,2
1412,Doja Cat,South Africa,8850206,2021,3
1413,Ed Sheeran,South Africa,7966041,2021,4
1414,Justin Bieber,South Africa,7233870,2021,5
1415,The Weeknd,South Africa,6994882,2021,6
1416,Lil Nas X,South Africa,6614252,2021,7
1417,Kanye West,South Africa,6176665,2021,8
1418,Pop Smoke,South Africa,5982005,2021,9
1419,J. Cole,South Africa,5888603,2021,10
1420,Rauw Alejandro,Spain,261305272,2021,1
1421,Camilo,Spain,129697896,2021,2
1422,Bad Bunny,Spain,120761887,2021,3
1423,Myke Towers,Spain,113487617,2021,4
1424,Sech,Spain,97466083,2021,5
1425,"Sebastian Yatra, Myke Towers",Spain,77129296,2021,6
1426,Olivia Rodrigo,Spain,72192109,2021,7
1427,Farruko,Spain,70628751,2021,8
1428,"Los Legendarios, Wisin, Jhay Cortez",Spain,69252593,2021,9
1429,Boza,Spain,67926139,2021,10
1430,Ed Sheeran,Switzerland,19045884,2021,1
1431,Olivia Rodrigo,Switzerland,16096589,2021,2
1432,Lil Nas X,Switzerland,15794101,2021,3
1433,The Weeknd,Switzerland,15612440,2021,4
1434,Måneskin,Switzerland,13287611,2021,5
1435,Justin Bieber,Switzerland,11991339,2021,6
1436,The Kid LAROI,Switzerland,11161991,2021,7
1437,Billie Eilish,Switzerland,11085086,2021,8
1438,Pop Smoke,Switzerland,10457148,2021,9
1439,Doja Cat,Switzerland,9919209,2021,10
1440,告五人,Taiwan,30926697,2021,1
1441,Eric Chou,Taiwan,27146390,2021,2
1442,G.E.M.,Taiwan,23125035,2021,3
1443,EggPlantEgg,Taiwan,22814129,2021,4
1444,Justin Bieber,Taiwan,21553739,2021,5
1445,Ren Ran,Taiwan,18763137,2021,6
1446,Crowd Lu,Taiwan,16771705,2021,7
1447,BTS,Taiwan,16574797,2021,8
1448,高爾宣 OSN,Taiwan,15808802,2021,9
1449,E.SO,Taiwan,14795322,2021,10
1450,Three Man Down,Thailand,50245822,2020,1
1451,BOWKYLION,Thailand,36477009,2020,2
1452,BLACKPINK,Thailand,33426260,2020,3
1453,SCRUBB,Thailand,28649067,2020,4
1454,WANYAi,Thailand,27441902,2020,5
1455,BTS,Thailand,27089431,2020,6
1456,Tilly Birds,Thailand,24568875,2020,7
1457,MEAN,Thailand,22951241,2020,8
1458,Polycat,Thailand,20664881,2020,9
1459,fellow fellow,Thailand,19198870,2020,10
1460,Three Man Down,Thailand,49409423,2021,1
1461,Ink Waruntorn,Thailand,30508916,2021,2
1462,SERIOUS BACON,Thailand,29174175,2021,3
1463,BTS,Thailand,28665836,2021,4
1464,Billkin,Thailand,26593923,2021,5
1465,Anatomy Rabbit,Thailand,21097525,2021,6
1466,UrboyTJ,Thailand,19608716,2021,7
1467,Olivia Rodrigo,Thailand,18284012,2021,8
1468,Justin Bieber,Thailand,17992167,2021,9
1469,Tilly Birds,Thailand,17394928,2021,10
1470,MORGENSHTERN,Ukraine,16604023,2021,1
1471,"Big Baby Tape, kizaru",Ukraine,14580286,2021,2
1472,Måneskin,Ukraine,9643660,2021,3
1473,Miyagi & Andy Panda,Ukraine,7494451,2021,4
1474,Scriptonite,Ukraine,6798891,2021,5
1475,SLAVA MARLOW,Ukraine,5748773,2021,6
1476,Lil Nas X,Ukraine,5570049,2021,7
1477,ROCKET,Ukraine,5256504,2021,8
1478,kizaru,Ukraine,4996480,2021,9
1479,Egor Kreed,Ukraine,4427187,2021,10
1480,BTS,Vietnam,38611507,2021,1
1481,Sơn Tùng M-TP,Vietnam,29426505,2021,2
1482,Chillies,Vietnam,16824402,2021,3
1483,Vũ.,Vietnam,16185461,2021,4
1484,Hoang Dung,Vietnam,9545145,2021,5
1485,Justin Bieber,Vietnam,9283597,2021,6
1486,Olivia Rodrigo,Vietnam,8896679,2021,7
1487,buitruonglinh,Vietnam,8426201,2021,8
1488,Thịnh Suy,Vietnam,8400756,2021,9
1489,Ariana Grande,Vietnam,8390879,2021,10
1490,Paulo Londra,Argentina,104153731,2018,1
1491,Ozuna,Argentina,83584167,2018,2
1492,Maluma,Argentina,68309967,2018,3
1493,Bad Bunny,Argentina,65417249,2018,4
1494,Duki,Argentina,54573767,2018,5
1495,Piso 21,Argentina,50383820,2018,6
1496,"Nicky Jam, J Balvin",Argentina,46150112,2018,7
1497,KHEA,Argentina,44826878,2018,8
1498,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",Argentina,42462020,2018,9
1499,"Damas Gratis, Viru Kumbieron",Argentina,42393652,2018,10
1500,Post Malone,Australia,196029570,2018,1
1501,Drake,Australia,155233575,2018,2
1502,XXXTENTACION,Australia,143595650,2018,3
1503,Ed Sheeran,Australia,112703900,2018,4
1504,Khalid,Australia,94061720,2018,5
1505,Ariana Grande,Australia,81764264,2018,6
1506,Eminem,Australia,77536691,2018,7
1507,Billie Eilish,Australia,62891628,2018,8
1508,Kendrick Lamar,Australia,55088472,2018,9
1509,Travis Scott,Australia,49090382,2018,10
1510,Olivia Rodrigo,Australia,207123491,2021,1
1511,The Kid LAROI,Australia,142037365,2021,2
1512,Ed Sheeran,Australia,135111706,2021,3
1513,Doja Cat,Australia,115345909,2021,4
1514,Justin Bieber,Australia,114825074,2021,5
1515,Lil Nas X,Australia,85309319,2021,6
1516,The Weeknd,Australia,79843063,2021,7
1517,Billie Eilish,Australia,79314947,2021,8
1518,Dua Lipa,Australia,79235544,2021,9
1519,Drake,Australia,70498599,2021,10
1520,Capital Bra,Austria,15817232,2018,1
1521,"Bonez MC, RAF Camora",Austria,12571665,2018,2
1522,RAF Camora,Austria,10044341,2018,3
1523,Post Malone,Austria,9406152,2018,4
1524,Drake,Austria,7594381,2018,5
1525,XXXTENTACION,Austria,7502846,2018,6
1526,Eminem,Austria,5739915,2018,7
1527,Imagine Dragons,Austria,5461690,2018,8
1528,Ed Sheeran,Austria,5043541,2018,9
1529,Summer Cem,Austria,4770907,2018,10
1530,Ed Sheeran,Bulgaria,954164,2017,1
1531,Kendrick Lamar,Bulgaria,402989,2017,2
1532,Luis Fonsi,Bulgaria,241191,2017,3
1533,"The Weeknd, Daft Punk",Bulgaria,235654,2017,4
1534,DJ Khaled,Bulgaria,228401,2017,5
1535,Imagine Dragons,Bulgaria,226995,2017,6
1536,"Luis Fonsi, Daddy Yankee, Justin Bieber",Bulgaria,203368,2017,7
1537,Future,Bulgaria,196527,2017,8
1538,Clean Bandit,Bulgaria,184460,2017,9
1539,Kygo,Bulgaria,180355,2017,10
1540,Måneskin,Bulgaria,3615909,2021,1
1541,Lil Nas X,Bulgaria,3122605,2021,2
1542,Pop Smoke,Bulgaria,2998857,2021,3
1543,Doja Cat,Bulgaria,2943327,2021,4
1544,Olivia Rodrigo,Bulgaria,2195022,2021,5
1545,The Weeknd,Bulgaria,2028234,2021,6
1546,Travis Scott,Bulgaria,1719999,2021,7
1547,Drake,Bulgaria,1592498,2021,8
1548,Dua Lipa,Bulgaria,1520804,2021,9
1549,Medi,Bulgaria,1485151,2021,10
1550,Drake,Canada,237047592,2018,1
1551,Post Malone,Canada,211533361,2018,2
1552,XXXTENTACION,Canada,148025599,2018,3
1553,Travis Scott,Canada,101253238,2018,4
1554,Khalid,Canada,73342635,2018,5
1555,Eminem,Canada,72086183,2018,6
1556,Ariana Grande,Canada,71366302,2018,7
1557,Juice WRLD,Canada,57073592,2018,8
1558,Kendrick Lamar,Canada,55955250,2018,9
1559,Ed Sheeran,Canada,50584615,2018,10
1560,Olivia Rodrigo,Canada,181984367,2021,1
1561,Drake,Canada,160800780,2021,2
1562,Justin Bieber,Canada,125999603,2021,3
1563,Doja Cat,Canada,99746545,2021,4
1564,Lil Nas X,Canada,98467176,2021,5
1565,Pop Smoke,Canada,91459352,2021,6
1566,The Weeknd,Canada,90743424,2021,7
1567,The Kid LAROI,Canada,89444457,2021,8
1568,Juice WRLD,Canada,76983731,2021,9
1569,Ed Sheeran,Canada,75402975,2021,10
1570,Bad Bunny,Chile,208628541,2021,1
1571,Rauw Alejandro,Chile,124029367,2021,2
1572,Ak4:20,Chile,72362088,2021,3
1573,Myke Towers,Chile,68168466,2021,4
1574,Sech,Chile,65086322,2021,5
1575,KAROL G,Chile,62944072,2021,6
1576,"Bad Bunny, Jhay Cortez",Chile,59323117,2021,7
1577,"Myke Towers, Juhn",Chile,56808388,2021,8
1578,Farruko,Chile,56238954,2021,9
1579,Olivia Rodrigo,Chile,56012638,2021,10
1580,"J Balvin, Bad Bunny",Colombia,26933083,2019,1
1581,Paulo Londra,Colombia,26192815,2019,2
1582,Maluma,Colombia,24094239,2019,3
1583,Manuel Turizo,Colombia,22164542,2019,4
1584,Bad Bunny,Colombia,20482599,2019,5
1585,"Mau y Ricky, Manuel Turizo, Camilo",Colombia,15074722,2019,6
1586,"Bad Bunny, Tainy",Colombia,14401239,2019,7
1587,"Sech, Darell",Colombia,14178443,2019,8
1588,"Pedro Capó, Farruko",Colombia,14042357,2019,9
1589,Ed Sheeran,Colombia,13374781,2019,10
1590,Bad Bunny,Colombia,73927748,2021,1
1591,Feid,Colombia,48972423,2021,2
1592,KAROL G,Colombia,39851312,2021,3
1593,Rauw Alejandro,Colombia,39381466,2021,4
1594,Maluma,Colombia,34496110,2021,5
1595,Ryan Castro,Colombia,26032756,2021,6
1596,"Bad Bunny, Jhay Cortez",Colombia,25048250,2021,7
1597,Olivia Rodrigo,Colombia,24325622,2021,8
1598,Sech,Colombia,23403755,2021,9
1599,J Balvin,Colombia,21828075,2021,10
1600,Ozuna,Dominican Republic,9191551,2018,1
1601,Bad Bunny,Dominican Republic,9010130,2018,2
1602,Anuel AA,Dominican Republic,4543416,2018,3
1603,Drake,Dominican Republic,3965387,2018,4
1604,Maluma,Dominican Republic,3266329,2018,5
1605,Zion & Lennox,Dominican Republic,3027608,2018,6
1606,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",Dominican Republic,3021252,2018,7
1607,"Nicky Jam, J Balvin",Dominican Republic,2707614,2018,8
1608,Manuel Turizo,Dominican Republic,2434508,2018,9
1609,"Ozuna, Romeo Santos",Dominican Republic,2377052,2018,10
1610,Amr Diab,Egypt,1081567,2019,1
1611,Marwan Pablo,Egypt,655797,2019,2
1612,Post Malone,Egypt,465936,2019,3
1613,Billie Eilish,Egypt,453404,2019,4
1614,Wegz,Egypt,435770,2019,5
1615,Tones And I,Egypt,365884,2019,6
1616,Mohamed Hamaki,Egypt,351876,2019,7
1617,"Marwan Pablo, Molotof Music",Egypt,281858,2019,8
1618,Cairokee,Egypt,272484,2019,9
1619,Halsey,Egypt,229681,2019,10
1620,Billie Eilish,Estonia,3122677,2019,1
1621,nublu,Estonia,2185923,2019,2
1622,Post Malone,Estonia,1685393,2019,3
1623,Ed Sheeran,Estonia,1647753,2019,4
1624,Ariana Grande,Estonia,1498402,2019,5
1625,"nublu, gameboy tetris",Estonia,935995,2019,6
1626,"5MIINUST, nublu",Estonia,904175,2019,7
1627,Lil Nas X,Estonia,891598,2019,8
1628,Reket,Estonia,860494,2019,9
1629,"Shawn Mendes, Camila Cabello",Estonia,739323,2019,10
1630,Måneskin,Estonia,3210976,2021,1
1631,Lil Nas X,Estonia,2060778,2021,2
1632,Doja Cat,Estonia,1890446,2021,3
1633,Olivia Rodrigo,Estonia,1825955,2021,4
1634,The Weeknd,Estonia,1600196,2021,5
1635,5MIINUST,Estonia,1309702,2021,6
1636,Ed Sheeran,Estonia,1145639,2021,7
1637,The Kid LAROI,Estonia,1088363,2021,8
1638,nublu,Estonia,1065022,2021,9
1639,Billie Eilish,Estonia,1030705,2021,10
1640,Olivia Rodrigo,Germany,146756408,2021,1
1641,Apache 207,Germany,138292002,2021,2
1642,Lil Nas X,Germany,127931869,2021,3
1643,Måneskin,Germany,125287182,2021,4
1644,The Weeknd,Germany,116913406,2021,5
1645,Pashanim,Germany,116832568,2021,6
1646,Luciano,Germany,116237196,2021,7
1647,The Kid LAROI,Germany,112916896,2021,8
1648,Ed Sheeran,Germany,110992118,2021,9
1649,Shirin David,Germany,87883423,2021,10
1650,Drake,Global,3699735767,2018,1
1651,Post Malone,Global,3593382199,2018,2
1652,XXXTENTACION,Global,3476900157,2018,3
1653,Ed Sheeran,Global,1843401689,2018,4
1654,Ariana Grande,Global,1712529440,2018,5
1655,Travis Scott,Global,1400224518,2018,6
1656,Khalid,Global,1262409438,2018,7
1657,Imagine Dragons,Global,1255528024,2018,8
1658,Dua Lipa,Global,1122338791,2018,9
1659,Eminem,Global,1103239447,2018,10
1660,Ed Sheeran,Greece,3190910,2017,1
1661,Imagine Dragons,Greece,1407999,2017,2
1662,Kendrick Lamar,Greece,1394617,2017,3
1663,DJ Khaled,Greece,1068081,2017,4
1664,Clean Bandit,Greece,1034280,2017,5
1665,Charlie Puth,Greece,1024928,2017,6
1666,"French Montana, Swae Lee",Greece,921436,2017,7
1667,"Luis Fonsi, Daddy Yankee, Justin Bieber",Greece,896702,2017,8
1668,"Post Malone, 21 Savage",Greece,871074,2017,9
1669,"Calvin Harris, Funk Wav",Greece,853091,2017,10
1670,"Light, Hawk",Greece,22516420,2021,1
1671,Light,Greece,20112930,2021,2
1672,Mad Clip,Greece,13952335,2021,3
1673,SNIK,Greece,13018291,2021,4
1674,Måneskin,Greece,11585521,2021,5
1675,Lil Nas X,Greece,8476440,2021,6
