,artist,region,date,n
4128,Camila Cabello,Belgium,2018,3
4129,GAYLE,Finland,2021,3
4130,"SLAVA MARLOW, The Limba, Eldzhey",Ukraine,2021,3
4131,"SLAVA MARLOW, The Limba, Eldzhey",Russia,2021,3
4132,Red Velvet,Thailand,2021,3
4133,Nitro,Italy,2018,3
4134,Eminem,Austria,2017,3
4135,"ByeAlex és a Slepp, Manuel",Hungary,2021,3
4136,Mariah Carey,Ireland,2017,3
4137,Mariah Carey,Sweden,2021,3
4138,Mariah Carey,Netherlands,2017,3
4139,Eminem,Belgium,2017,3
4140,Laddi,Iceland,2021,3
4141,Camila Cabello,Hong Kong,2018,3
4142,Mariah Carey,Austria,2017,3
4143,Piso 21,Chile,2018,3
4144,The Pogues,Ireland,2017,3
4145,Mariah Carey,Australia,2017,3
4146,Wolfine,Uruguay,2018,3
4147,Kanye West,Canada,2021,3
4148,Maria Mena,Norway,2017,3
4149,Mariah Carey,Hong Kong,2017,3
4150,Mariah Carey,Global,2017,3
4151,Mariah Carey,New Zealand,2017,3
4152,Eminem,New Zealand,2017,3
4153,Piso 21,El Salvador,2017,3
4154,Kanye West,New Zealand,2021,3
4155,Shakira,Peru,2017,2
4156,"THE SCOTTS, Travis Scott, Kid Cudi",Lithuania,2020,2
4157,IU,Philippines,2020,2
4158,"Birgir Hákon, M Can, Tommy",Iceland,2020,2
4159,Ariana Grande,India,2020,2
4160,"DJ Snake, Justin Bieber",Nicaragua,2017,2
4161,Shakira,Dominican Republic,2017,2
4162,James Arthur,Singapore,2017,2
4163,"J Balvin, Pharrell Williams, BIA, Sky",Nicaragua,2017,2
4164,"Dimitri Vegas & Like Mike, Diplo, Deb’s Daughter",Belgium,2017,2
4165,Rudimental,Hungary,2018,2
4166,"Banda MS de Sergio Lizárraga, Snoop Dogg",Guatemala,2020,2
4167,Kendrick Lamar,Latvia,2018,2
4168,Queen G,Saudi Arabia,2020,2
4169,The Weeknd,Estonia,2018,2
4170,Lil Dicky,United Kingdom,2018,2
4171,Crowd Lu,Taiwan,2018,2
4172,"Zac Efron, Zendaya",Philippines,2018,2
4173,IU,Malaysia,2020,2
4174,Shakira,Honduras,2017,2
4175,Calin,Czech Republic,2018,2
4176,6ix9ine,Hungary,2020,2
4177,Elastinen,Finland,2018,2
4178,Lion Rose,Guatemala,2018,2
4179,J. Cole,United States,2018,2
4180,Jorge & Mateus,Brazil,2018,2
4181,J. Cole,South Africa,2018,2
4182,J Balvin,Honduras,2020,2
4183,Sivas,Denmark,2018,2
4184,Selena Gomez,Taiwan,2018,2
4185,Childish Gambino,South Africa,2018,2
4186,"Cardi B, Bad Bunny, J Balvin",Israel,2018,2
4187,The Chainsmokers,Estonia,2018,2
4188,Avicii,Estonia,2018,2
4189,Netta,Israel,2018,2
4190,Avicii,Czech Republic,2018,2
4191,Uudo Sepp,Estonia,2018,2
4192,Calvin Harris,Hong Kong,2018,2
4193,Boef,Belgium,2018,2
4194,Avicii,Hungary,2018,2
4195,Ellinoora,Finland,2018,2
4196,XXXTENTACION,Ireland,2018,2
4197,XXXTENTACION,Norway,2018,2
4198,Post Malone,Portugal,2018,2
4199,Avicii,Taiwan,2018,2
4200,J. Cole,South Africa,2020,2
4201,"Baddiel, Skinner & Lightning Seeds",United Kingdom,2018,2
4202,Gloria Gaynor,France,2018,2
4203,XXXTENTACION,Australia,2018,2
4204,benny blanco,United Kingdom,2018,2
4205,Maroon 5,New Zealand,2018,2
4206,Dean Lewis,Sweden,2018,2
4207,LUDMILLA,Brazil,2018,2
4208,J. Cole,United States,2020,2
4209,"6ix9ine, Anuel AA",Paraguay,2018,2
4210,Calvin Harris,Germany,2018,2
4211,Clean Bandit,Austria,2018,2
4212,benny blanco,Malaysia,2018,2
4213,SAINt JHN,Canada,2020,2
4214,The Weeknd,Mexico,2020,2
4215,"Calvin Harris, Jessie Reyez",Estonia,2018,2
4216,Anuar & Ellina,Malaysia,2020,2
4217,6ix9ine,Slovakia,2018,2
4218,"Feid, J Balvin, Justin Quiles",Colombia,2020,2
4219,EXO,Indonesia,2018,2
4220,Drake,Czech Republic,2018,2
4221,DrefGold,Italy,2020,2
4222,Auður,Iceland,2020,2
4223,Drake,Finland,2018,2
4224,Afroto,Egypt,2020,2
4225,Ariana Grande,Philippines,2019,2
4226,6ix9ine,Austria,2020,2
4227,"Bonez MC, RAF Camora",Switzerland,2018,2
4228,Melim,Brazil,2018,2
4229,Erin,Finland,2020,2
4230,BLACKPINK,United Arab Emirates,2020,2
4231,Arttu Wiskari,Finland,2020,2
4232,Big Loso,Hong Kong,2020,2
4233,Kanye West,Poland,2018,2
4234,معاذ الحربي,Saudi Arabia,2020,2
4235,"Becky G, Paulo Londra",Uruguay,2018,2
4236,Lady Gaga,Bulgaria,2020,2
4237,The Chainsmokers,Hong Kong,2018,2
4238,J. Cole,South Africa,2019,2
4239,ROSALÍA,Spain,2020,2
4240,"Mau y Ricky, Manuel Turizo, Camilo",Bolivia,2019,2
4241,BTS,Romania,2019,2
4242,Samra,Austria,2019,2
4243,"Dalex, Rafa Pabön, KHEA, Sech, Cazzu, Feid, Lenny Tavárez",Nicaragua,2019,2
4244,Billie Eilish,Austria,2019,2
4245,DJ Snake,Colombia,2018,2
4246,Katja Krasavice,Israel,2020,2
4247,Skylar Grey,Taiwan,2019,2
4248,"Logic, Eminem",Canada,2019,2
4249,Shawn Mendes,Hong Kong,2019,2
4250,"Justin Quiles, Sech, Jowell & Randy",Panama,2018,2
4251,ROSALÍA,Portugal,2020,2
4252,"Vio, Ezhel",Turkey,2020,2
4253,"Post Malone, Swae Lee",Estonia,2019,2
4254,"Sech, Farruko, Zion & Lennox",Panama,2019,2
4255,Myke Towers,Spain,2019,2
4256,Sam Smith,Taiwan,2019,2
4257,Dark Polo Gang,Italy,2019,2
4258,Aventura,Dominican Republic,2019,2
4259,Victor Crone,Estonia,2019,2
4260,Jonas Brothers,South Africa,2019,2
4261,"Anastasio, Don Joe",Italy,2018,2
4262,Billie Eilish,New Zealand,2018,2
4263,Ed Sheeran,Czech Republic,2019,2
4264,"J Balvin, Bad Bunny",Panama,2019,2
4265,"Dalyb, Ego",Slovakia,2018,2
4266,KEiiNO,Norway,2019,2
4267,Halsey,Bulgaria,2019,2
4268,Mahmood,Greece,2019,2
4269,Ariana Grande,India,2019,2
4270,Taylor Swift,Thailand,2019,2
4271,Orelsan,Belgium,2018,2
4272,Steve Aoki,Vietnam,2018,2
4273,"Dua Lipa, BLACKPINK",Thailand,2018,2
4274,Avicii,Sweden,2019,2
4275,"Avicii, Agnes, Vargas & Lagola",Sweden,2019,2
4276,Mariah Carey,Germany,2018,2
4277,Duncan Laurence,Belgium,2019,2
4278,Meek Mill,Canada,2018,2
4279,"Azet, Zuna",Switzerland,2018,2
4280,Dermot Kennedy,Ireland,2019,2
4281,Lil Tecca,Romania,2019,2
4282,Ufo361,Austria,2019,2
4283,"BTS, Zara Larsson",Vietnam,2019,2
4284,"SNIK, Noizy",Greece,2018,2
4285,Mariah Carey,Italy,2018,2
4286,"MACHETE, Salmo, Lazza",Italy,2019,2
4287,"Frenna, Jonna Fraser, Emms, Idaly",Netherlands,2018,2
4288,"6ix9ine, Nicki Minaj, Kanye West",Slovakia,2018,2
4289,Brenda Lee,Lithuania,2018,2
4290,Ufo361,Germany,2019,2
4291,Ava Max,Austria,2018,2
4292,Birgir Hákon,Iceland,2019,2
4293,Brenda Lee,Romania,2018,2
4294,"Calin, Ben Cristovao",Czech Republic,2018,2
4295,Mariah Carey,Luxembourg,2018,2
4296,"6ix9ine, Tory Lanez",Canada,2018,2
4297,Ed Sheeran,Latvia,2019,2
4298,"Shawn Mendes, Camila Cabello",Luxembourg,2019,2
4299,Mariah Carey,France,2018,2
4300,Michael Bublé,Iceland,2018,2
4301,Tones And I,Canada,2020,2
4302,Dua Lipa,Lithuania,2019,2
4303,Travis Scott,Iceland,2019,2
4304,"Camilo, Pedro Capó",Bolivia,2019,2
4305,Ava Max,Hungary,2019,2
4306,Mariah Carey,Singapore,2018,2
4307,"Sech, Ozuna, Anuel AA, Darell, Nicky Jam",Dominican Republic,2019,2
4308,"Lady Gaga, Bradley Cooper",Norway,2019,2
4309,Tones And I,Lithuania,2020,2
4310,Mariah Carey,South Africa,2018,2
4311,"Daddy Yankee, Snow",Global,2019,2
4312,"Saad Lamjarred, Mohamed Ramadan",Egypt,2019,2
4313,"Sech, Ozuna",Dominican Republic,2019,2
4314,"Sech, Ozuna, Anuel AA, Darell, Nicky Jam",Panama,2019,2
4315,"Sech, Ozuna, Anuel AA, Darell, Nicky Jam",Bolivia,2019,2
4316,Ava Max,United Kingdom,2018,2
4317,Púr Múdd,Estonia,2020,2
4318,"Rauw Alejandro, Farruko",Bolivia,2019,2
4319,Selena Gomez,Egypt,2019,2
4320,Juice WRLD,Latvia,2019,2
4321,"Deliric, Silent Strike, EM",Romania,2019,2
4322,Juice WRLD,Estonia,2019,2
4323,Tones And I,Morocco,2020,2
4324,"Bad Bunny, Sech",Bolivia,2020,2
4325,"TINI, Sebastian Yatra",Argentina,2019,2
4326,MiniByte,Morocco,2020,2
4327,Juice WRLD,Canada,2019,2
4328,Billie Eilish,Morocco,2019,2
4329,Selena Gomez,United Arab Emirates,2019,2
4330,Eden Alene,Israel,2020,2
4331,Selena Gomez,Saudi Arabia,2019,2
4332,Tuan Alto Sax,Nicaragua,2019,2
4333,Selena Gomez,Mexico,2019,2
4334,Selena Gomez,Costa Rica,2019,2
4335,"Loredana, Rymez",Switzerland,2020,2
4336,Eminem,South Africa,2020,2
4337,Billie Eilish,Global,2020,2
4338,"J Balvin, Willy William",Slovakia,2017,2
4339,Clean Bandit,Finland,2017,2
4340,The Mamas,Sweden,2020,2
4341,"J Balvin, Willy William",Bulgaria,2017,2
4342,Billie Eilish,Finland,2020,2
4343,Ninho,Switzerland,2020,2
4344,Luciano,Austria,2020,2
4345,"Light, Billy Sio, ATC Nico",Greece,2020,2
4346,Justin Bieber,Estonia,2017,2
4347,SAINt JHN,Austria,2020,2
4348,Robin Bengtsson,Sweden,2017,2
4349,Justin Bieber,Latvia,2017,2
4350,Taylor Swift,Estonia,2017,2
4351,Ed Sheeran,Ecuador,2017,2
4352,"Liak, Myriiio",Greece,2020,2
4353,Axwell /\ Ingrosso,Poland,2017,2
4354,Red Velvet,Hong Kong,2019,2
4355,Mariah Carey,Bulgaria,2019,2
4356,Mariah Carey,Luxembourg,2019,2
4357,Mariah Carey,Belgium,2019,2
4358,Mariah Carey,Singapore,2019,2
4359,Shirin David,Austria,2020,2
4360,Wham!,Lithuania,2019,2
4361,Mariah Carey,Global,2019,2
4362,Fie Laursen,Denmark,2019,2
4363,Mariah Carey,Estonia,2019,2
4364,Shirin David,Germany,2020,2
4365,"BENEE, Gus Dapperton",New Zealand,2020,2
4366,Mariah Carey,South Africa,2019,2
4367,The Weeknd,Germany,2020,2
4368,Mariah Carey,Hong Kong,2019,2
4369,Justin Bieber,Czech Republic,2017,2
4370,Mariah Carey,United States,2019,2
4371,"J Balvin, Willy William",Peru,2017,2
4372,Blanche,Estonia,2017,2
4373,"THE SCOTTS, Travis Scott, Kid Cudi",Slovakia,2020,2
4374,Imagine Dragons,Germany,2017,2
4375,Kendrick Lamar,Greece,2017,2
4376,Dua Lipa,Israel,2020,2
4377,DJ Khaled,France,2017,2
4378,"Zuna, Loredana, SRNO",Switzerland,2020,2
4379,Taylor Swift,Belgium,2017,2
4380,Luis Fonsi,New Zealand,2017,2
4381,Luis Fonsi,Slovakia,2017,2
4382,Luis Fonsi,Lithuania,2017,2
4383,Luis Fonsi,Luxembourg,2017,2
4384,Luis Fonsi,Sweden,2017,2
4385,Luis Fonsi,Denmark,2017,2
4386,Luis Fonsi,Greece,2017,2
4387,Luis Fonsi,Hungary,2017,2
4388,Luis Fonsi,Ireland,2017,2
4389,Luis Fonsi,Global,2017,2
4390,"Calvin Harris, Funk Wav",Lithuania,2017,2
4391,Luis Fonsi,Hong Kong,2017,2
4392,Luis Fonsi,Canada,2017,2
4393,Luis Fonsi,Estonia,2017,2
4394,Luis Fonsi,Brazil,2017,2
4395,Luis Fonsi,Germany,2017,2
4396,Luis Fonsi,United Kingdom,2017,2
4397,Luis Fonsi,Taiwan,2017,2
4398,Luis Fonsi,Iceland,2017,2
4399,"Robin Schulz, James Blunt",Germany,2017,2
4400,Luis Fonsi,Norway,2017,2
4401,Luis Fonsi,Malaysia,2017,2
4402,Luis Fonsi,Philippines,2017,2
4403,Luis Fonsi,Japan,2017,2
4404,Luis Fonsi,Turkey,2017,2
4405,Luis Fonsi,United States,2017,2
4406,Luis Fonsi,Belgium,2017,2
4407,Luis Fonsi,Netherlands,2017,2
4408,Selena Gomez,Slovakia,2017,2
4409,Luis Fonsi,Singapore,2017,2
4410,Luis Fonsi,Finland,2017,2
4411,Luis Fonsi,Indonesia,2017,2
4412,Luis Fonsi,France,2017,2
4413,"French Montana, Swae Lee",Germany,2017,2
4414,Luis Fonsi,Austria,2017,2
4415,Luis Fonsi,Australia,2017,2
4416,Gulddreng,Denmark,2021,2
4417,Juice WRLD,Canada,2020,2
4418,"Jawsh 685, Jason Derulo",India,2020,2
4419,Big Baby Tape,Ukraine,2020,2
4420,Kriminell,Lithuania,2020,2
4421,Harry Styles,Latvia,2020,2
4422,Luciano,Switzerland,2020,2
4423,24kGoldn,Hungary,2021,2
4424,BTS,Russia,2021,2
4425,"Bad Bunny, Jhay Cortez",Argentina,2021,2
4426,"Baddiel, Skinner & Lightning Seeds",United Kingdom,2021,2
4427,LZ27,Switzerland,2020,2
4428,"GIMS, Mohamed Ramadan",Egypt,2020,2
4429,"Lvbel C5, Batuflex",Turkey,2021,2
4430,RAF Camora,Germany,2021,2
4431,Tiësto,Belgium,2021,2
4432,"Migrantes, Alico",Uruguay,2021,2
4433,Joel Corry,Hungary,2020,2
4434,"Lijpe, Frenna",Netherlands,2021,2
4435,DJ Khaled,United States,2020,2
4436,"Inkonnu, Smallx",Morocco,2021,2
4437,"nublu, Mikael Gabriel",Finland,2020,2
4438,"AlbertNbn, Jxmmi Music Group",Romania,2020,2
4439,Rauw Alejandro,Uruguay,2020,2
4440,Taylor Swift,United Arab Emirates,2020,2
4441,RAP VIỆT,Vietnam,2020,2
4442,"El Sawareekh, Zoka, Shehta Karika",Egypt,2020,2
4443,"NKSN, M.O.030, Manith Bertz",Lithuania,2020,2
4444,BANDIDO,Argentina,2021,2
4445,"J Balvin, Dua Lipa, Bad Bunny",Bolivia,2020,2
4446,"Snor, Tagne, Stormy",Morocco,2020,2
4447,Taylor Swift,Singapore,2020,2
4448,Ariana Grande,Romania,2020,2
4449,"Josylvio, Sevn Alias, Kevin",Netherlands,2020,2
4450,"Furytto, OG Version, Chainsaw Luke",Lithuania,2020,2
4451,24kGoldn,Switzerland,2021,2
4452,"Capital Bra, Clueso, KC Rebell",Germany,2020,2
4453,Billie Eilish,Lithuania,2021,2
4454,Mariah Carey,South Africa,2020,2
4455,Masked Wolf,Austria,2021,2
4456,Billie Eilish,South Africa,2021,2
4457,Drake,Global,2021,2
4458,"Sebastian Yatra, Myke Towers",Chile,2021,2
4459,Pop Smoke,Greece,2020,2
4460,Mariah Carey,Italy,2020,2
4461,"RAF Camora, Bonez MC",Switzerland,2021,2
4462,Mariah Carey,Malaysia,2020,2
4463,Mariah Carey,France,2020,2
4464,CA$HANOVA BULHAR,Czech Republic,2021,2
4465,Billie Eilish,Latvia,2021,2
4466,Måneskin,Italy,2021,2
4467,Mariah Carey,Philippines,2020,2
4468,Drake,Luxembourg,2021,2
4469,IU,Taiwan,2021,2
4470,Fyr Og Flamme,Denmark,2021,2
4471,"Riton, Nightcrawlers",Luxembourg,2021,2
4472,"Teto, Matuê",Portugal,2021,2
4473,Mariah Carey,Lithuania,2020,2
4474,Elaine,South Africa,2021,2
4475,Tiësto,Ireland,2021,2
4476,Fy,Greece,2021,2
4477,"Anys, Dizzy DROS",Morocco,2021,2
4478,Noa Kirel,Israel,2021,2
4479,ISSAM,Morocco,2021,2
4480,Taylor Swift,Malaysia,2021,2
4481,ROSÉ,Philippines,2021,2
4482,"Fy, Mad Clip, Thug Slime",Greece,2021,2
4483,VLOSPA,Greece,2021,2
4484,Lil Nas X,South Africa,2021,2
4485,Anuar & Ellina,Malaysia,2021,2
4486,Gjon's Tears,Switzerland,2021,2
4487,"Nio Garcia, Flow La Movie",Uruguay,2021,2
4488,Eva,France,2021,2
4489,Sidhu Moose Wala,India,2021,2
4490,Tuğçe Kandemir,Turkey,2021,2
4491,Jón Jónsson,Iceland,2021,2
4492,"Black Eyed Peas, Shakira",France,2021,2
4493,Smallx,Morocco,2021,2
4494,BTS,Peru,2021,2
4495,Damso,Belgium,2021,2
4496,"Loredana, Mozzik",Switzerland,2021,2
4497,"Rauw Alejandro, Mr. Naisgai",Costa Rica,2021,2
4498,Nerieš,Slovakia,2021,2
4499,"Loredana, Mozzik",Germany,2021,2
4500,Drake,New Zealand,2021,2
4501,Shindy,Germany,2021,2
4502,Drake,Australia,2021,2
4503,Travis Scott,Bulgaria,2021,2
4504,Travis Scott,Romania,2021,2
4505,Post Malone,United States,2021,2
4506,"Natti Natasha, Ozuna",Dominican Republic,2017,2
4507,Drake,Bulgaria,2021,2
4508,"Becky G, Bad Bunny",Uruguay,2017,2
4509,Krúbi,Hungary,2021,2
4510,Ed Sheeran,Germany,2021,2
4511,VIIVI,Finland,2021,2
4512,"Niska, Ninho",France,2021,2
4513,"Aventura, Bad Bunny",Nicaragua,2021,2
4514,Maroon 5,Taiwan,2017,2
4515,"Bizarrap, Anuel AA",Spain,2021,2
4516,"Aventura, Bad Bunny",Ecuador,2021,2
4517,MadMan,Italy,2021,2
4518,Jer 柳應廷,Hong Kong,2021,2
4519,"Niska, Booba",France,2017,2
4520,Urworld,Thailand,2021,2
4521,"ACRAZE, Cherish",Netherlands,2021,2
4522,Manuel Turizo,Honduras,2017,2
4523,MD$,Finland,2021,2
4524,Mariah Carey,Australia,2021,2
4525,Tainy,Peru,2021,2
4526,"Maluma, Nego do Borel",Ecuador,2018,2
4527,Pinguini Tattici Nucleari,Italy,2021,2
4528,Mariah Carey,Switzerland,2021,2
4529,"Selena Gomez, Marshmello",Belgium,2017,2
4530,"Elton John, Dua Lipa",Australia,2021,2
4531,"Bizarrap, Tiago PZK",Argentina,2021,2
4532,"Martin Garrix, David Guetta",Taiwan,2018,2
4533,"Hava, Dardan",Germany,2021,2
4534,GAYLE,Switzerland,2021,2
4535,Stefano Cilio,Romania,2021,2
4536,"Rvssian, Rauw Alejandro, Chris Brown",Peru,2021,2
4537,"Natti Natasha, Ozuna",Costa Rica,2018,2
4538,Birnir,Iceland,2017,2
4539,"Camila Cabello, Young Thug",Czech Republic,2018,2
4540,Peck Palitchoke,Thailand,2017,2
4541,Adele,Israel,2021,2
4542,Lost In France,Latvia,2021,2
4543,Adele,France,2021,2
4544,Eminem,Lithuania,2017,2
4545,"Duki, Justin Quiles, Bizarrap",Uruguay,2021,2
4546,JJ Hannon,Latvia,2017,2
4547,"MASNY BEN, mgng",Poland,2021,2
4548,"Camila Cabello, Young Thug",Singapore,2018,2
4549,Viktor Sheen,Slovakia,2021,2
4550,NF,Ireland,2017,2
4551,"Gleb, Separ",Slovakia,2021,2
4552,DJ Snake,Vietnam,2021,2
4553,Piso 21,Ecuador,2017,2
4554,Kanye West,Ireland,2021,2
4555,"Diho, Alberto, Bibič, Josef Bratan",Poland,2021,2
4556,Kanye West,Estonia,2021,2
4557,Kanye West,United Kingdom,2021,2
4558,Kanye West,Romania,2021,2
4559,Mariah Carey,Japan,2017,2
4560,Kanye West,Latvia,2021,2
4561,Mariah Carey,Taiwan,2017,2
4562,Mariah Carey,Italy,2017,2
4563,Mariah Carey,Canada,2017,2
4564,"Shirin David, Kitty Kat",Germany,2021,2
4565,Mariah Carey,Finland,2017,2
4566,Ghali,Italy,2018,2
4567,"Luis Fonsi, Demi Lovato",Panama,2017,2
4568,Mariah Carey,Estonia,2017,2
4569,"Ozuna, Cardi B",Dominican Republic,2017,2
4570,Mariah Carey,Latvia,2017,2
4571,Mariah Carey,United States,2017,2
4572,"Sofiane, Ninho, Hornet La Frappe",France,2018,2
4573,"Natti Natasha, Ozuna",Costa Rica,2017,2
4574,Mariah Carey,Singapore,2017,2
4575,Wham!,Sweden,2017,2
4576,Citybois,Denmark,2020,1
4577,TWICE,Taiwan,2020,1
4578,TWICE,Philippines,2020,1
4579,"DJ Snake, Justin Bieber",Poland,2017,1
4580,"The Chainsmokers, Halsey",Czech Republic,2017,1
4581,"ZAYN, Taylor Swift",Estonia,2017,1
4582,The Weeknd,Latvia,2018,1
4583,"Ermal Meta, Fabrizio Moro",Italy,2018,1
4584,"The Chainsmokers, Halsey",Malaysia,2017,1
4585,"Ben Fero, Anıl Piyancı",Turkey,2020,1
4586,Drake,Ireland,2020,1
4587,"ZAYN, Taylor Swift",Lithuania,2017,1
4588,Lacrim,France,2017,1
4589,"Tedua, Chris Nolan",Italy,2018,1
4590,"Tedua, Chris Nolan, AVA",Italy,2020,1
4591,Shakira,Nicaragua,2017,1
4592,"Billy Sio, Light",Greece,2020,1
4593,TWICE,Malaysia,2020,1
4594,Kendrick Lamar,Estonia,2018,1
4595,Clean Bandit,Denmark,2017,1
4596,"No.1, Melek Mosso",Turkey,2018,1
4597,"Breiðablik, Herra Hnetusmjör",Iceland,2020,1
4598,"Banda MS de Sergio Lizárraga, Snoop Dogg",El Salvador,2020,1
4599,"Drake, WizKid, Kyla",France,2017,1
4600,Ozuna,Costa Rica,2018,1
4601,Benjamin Ingrosso,Sweden,2018,1
4602,"Bad Bunny, Zion & Lennox",Dominican Republic,2020,1
4603,J. Cole,Latvia,2018,1
4604,Shawn Mendes,Slovakia,2018,1
4605,Killa Fonic,Romania,2018,1
4606,Triana Park,Latvia,2017,1
4607,Childish Gambino,Hungary,2018,1
4608,Netta,Iceland,2018,1
4609,Daddy Yankee,Bolivia,2018,1
4610,Contra,Turkey,2020,1
4611,Ariana Grande,Netherlands,2020,1
4612,Rudimental,Slovakia,2018,1
4613,5 Seconds of Summer,Poland,2018,1
4614,"Zedd, Maren Morris, Grey",Indonesia,2018,1
4615,AKA,South Africa,2018,1
4616,"Bad Bunny, Zion & Lennox",Chile,2020,1
4617,Arctic Monkeys,Portugal,2018,1
4618,Bad Bunny,Colombia,2020,1
4619,6ix9ine,Canada,2020,1
4620,Childish Gambino,Slovakia,2018,1
4621,Childish Gambino,Hong Kong,2018,1
4622,Liam Payne,Poland,2018,1
4623,Jay Chou,Singapore,2018,1
4624,Netta,Sweden,2018,1
4625,Logi Pedro,Iceland,2018,1
4626,Static & Ben El,Israel,2018,1
4627,Noyz Narcos,Italy,2018,1
4628,Reik,Mexico,2018,1
4629,6ix9ine,Sweden,2020,1
4630,The Chainsmokers,Japan,2017,1
4631,Post Malone,Hong Kong,2018,1
4632,Benjamin Ingrosso,Lithuania,2018,1
4633,"Lorenzo, Vald",France,2018,1
4634,Dons,Latvia,2018,1
4635,"The Chainsmokers, Drew Love",Taiwan,2018,1
4636,Avicii,Hong Kong,2018,1
4637,Nasty C,South Africa,2020,1
4638,"Ola Nordmann, RykkinnFella, Jack Dee",Norway,2020,1
4639,Selena Gomez,South Africa,2018,1
4640,Avicii,Slovakia,2018,1
4641,CA$HANOVA BULHAR,Czech Republic,2020,1
4642,"Anys, Stormy",Morocco,2020,1
4643,"Capital Bra, King Khalil",Austria,2018,1
4644,Avicii,Vietnam,2018,1
4645,Gísli Pálmi,Iceland,2018,1
4646,Avicii,Indonesia,2018,1
4647,Avicii,Latvia,2018,1
4648,A$AP Rocky,Romania,2018,1
4649,"Robin Zoot, Koky, Yzomandias",Czech Republic,2020,1
4650,Avicii,Romania,2018,1
4651,Kim Larsen,Denmark,2018,1
4652,Fedez,Italy,2020,1
4653,"Becky G, Natti Natasha",Ecuador,2018,1
4654,Travis Scott,Romania,2018,1
4655,XXXTENTACION,Finland,2018,1
4656,Travis Scott,South Africa,2018,1
4657,Szpaku,Poland,2018,1
4658,XXXTENTACION,Italy,2018,1
4659,"ClubDub, Ra:tio",Iceland,2020,1
4660,Damso,Switzerland,2018,1
4661,"Capital Bra, King Khalil",Germany,2018,1
4662,"El Alfa, Farruko, Myke Towers",Dominican Republic,2020,1
4663,Clean Bandit,Estonia,2018,1
4664,Travis Scott,Bulgaria,2018,1
4665,Maroon 5,Vietnam,2018,1
4666,Dennis Lloyd,Austria,2018,1
4667,Avicii,Singapore,2018,1
4668,"Milo K, Ricko, Poeta Callejero, Miguel Duarte",Dominican Republic,2018,1
4669,Travis Scott,Slovakia,2018,1
4670,"Drake, Michael Jackson",Taiwan,2018,1
4671,Avicii,Malaysia,2018,1
4672,"Drake, Michael Jackson",South Africa,2018,1
4673,"Saske, Beyond",Greece,2020,1
4674,Jay Chou,Hong Kong,2020,1
4675,Luciano,Germany,2018,1
4676,XXXTENTACION,Israel,2018,1
4677,"Szpaku, Raff J.R.",Poland,2020,1
4678,Drake,Guatemala,2018,1
4679,"Silk City, Diplo, Mark Ronson",Taiwan,2018,1
4680,Capital Bra,Switzerland,2020,1
4681,"Post Malone, Swae Lee",Canada,2019,1
4682,Fedez,Italy,2018,1
4683,"Miksu / Macloud, Summer Cem, Luciano, Jamule",Austria,2020,1
4684,DMS,Slovakia,2019,1
4685,"Dynoro, Gigi D'Agostino",Hungary,2019,1
4686,Truc Nhan,Vietnam,2018,1
4687,Lady Gaga,United States,2020,1
4688,Skylar Grey,Vietnam,2019,1
4689,"V:RGO, Dim4ou",Bulgaria,2018,1
4690,Lil Uzi Vert,United States,2018,1
4691,Drake,Bulgaria,2018,1
4692,"Anuel AA, Ozuna",Dominican Republic,2018,1
4693,Dean Lewis,Hong Kong,2018,1
4694,"Yzomandias, Nik Tendo",Czech Republic,2018,1
4695,Tyga,Singapore,2020,1
4696,"DJ Stephan, Mad Clip, Tyga",Greece,2020,1
4697,"bruno livesax, Raccoon3eyes",Hong Kong,2020,1
4698,"Eldzhey, FEDUK",Poland,2018,1
4699,"Morat, Sebastian Yatra",Bolivia,2020,1
4700,"Farid Bang, Capo, 6ix9ine, SCH",Switzerland,2018,1
4701,Halsey,Bulgaria,2018,1
4702,DJ Snake,Israel,2019,1
4703,Ed Sheeran,Hong Kong,2020,1
4704,Panic! At The Disco,Poland,2019,1
4705,"BTS, Nicki Minaj",Indonesia,2018,1
4706,"Fedez, Tedua",Italy,2019,1
4707,"Elastinen, Gettomasa",Finland,2020,1
4708,"Jawsh 685, Jason Derulo",Singapore,2020,1
4709,Queen,Czech Republic,2019,1
4710,Drake,Luxembourg,2018,1
4711,DJ Snake,Panama,2019,1
4712,Windy Guai,Hong Kong,2020,1
4713,Jauns Mēness,Latvia,2020,1
4714,Sech,Mexico,2020,1
4715,"Lil Peep, XXXTENTACION",Romania,2018,1
4716,"Madd, Lacrim",Morocco,2020,1
4717,"Anuel AA, Bad Bunny",Nicaragua,2020,1
4718,Halsey,Vietnam,2019,1
4719,BTS,Philippines,2019,1
4720,Lil Nas X,New Zealand,2019,1
4721,"Daddy Yankee, Snow",Costa Rica,2019,1
4722,"6ix9ine, Anuel AA",Spain,2018,1
4723,"Emis Killa, 6ix9ine, PashaPG",Italy,2018,1
4724,Post Malone,Estonia,2019,1
4725,Birgir Hákon,Iceland,2020,1
4726,PNL,Luxembourg,2019,1
4727,Nane,Romania,2019,1
4728,"Lady Gaga, Bradley Cooper",Greece,2018,1
4729,Koba LaD,France,2018,1
4730,BTS,Saudi Arabia,2019,1
4731,Lady Gaga,United Kingdom,2020,1
4732,Bad Bunny,Global,2018,1
4733,Bryant Myers,Chile,2018,1
4734,BTS,Bulgaria,2019,1
4735,TWICE,Japan,2018,1
