,artist,date,n
3387,"sanah, Vito Bambino",2021-02,2
3388,Sidhu Moose Wala,2021-05,2
3389,Eva,2021-02,2
3390,Sơn Tùng M-TP,2021-04,2
3391,Mata,2021-03,2
3392,"Tilly Birds, MILLI",2021-04,2
3393,Nerieš,2021-06,2
3394,"BLANCO, Sfera Ebbasta",2021-06,2
3395,"Robin Zoot, Viktor Sheen",2021-04,2
3396,"TINI, Maria Becerra",2021-04,2
3397,"kizaru, Big Baby Tape",2021-04,2
3398,INSTASAMKA,2021-10,2
3399,The Weeknd,2021-08,2
3400,Pabllo Vittar,2017-09,2
3401,"KC Rebell, RAF Camora",2021-11,2
3402,"Pailita, Marcianeke",2021-10,2
3403,VIIVI,2021-11,2
3404,Gemitaiz,2017-10,2
3405,"Low G, Thắng",2021-11,2
3406,"Niska, Ninho",2021-11,2
3407,Krúbi,2021-11,2
3408,"Bizarrap, Anuel AA",2021-11,2
3409,"Farruko, Bad Bunny, Rvssian",2017-09,2
3410,"Emilia, Duki",2021-08,2
3411,Montez,2021-09,2
3412,"Justinas Jarutis, Jessica Shy",2021-09,2
3413,Yasser Abd El Wahab,2021-10,2
3414,MD$,2021-11,2
3415,"Frenna, Boef",2017-12,2
3416,BTS,2017-11,2
3417,Urworld,2021-08,2
3418,"Rvssian, Rauw Alejandro, Chris Brown",2021-11,2
3419,"Benny Jamz, Gilli, KESI, B.O.C",2021-09,2
3420,"Martin Garrix, David Guetta",2018-01,2
3421,Stromae,2021-10,2
3422,Sfera Ebbasta,2021-10,2
3423,"J Balvin, Jowell & Randy",2017-09,2
3424,Pinguini Tattici Nucleari,2021-11,2
3425,"Sevn Alias, Lil Kleine, Boef",2017-09,2
3426,Matuê,2021-08,2
3427,"Niska, Booba",2017-09,2
3428,Jer 柳應廷,2021-10,2
3429,Shindy,2021-08,2
3430,"Bizarrap, Tiago PZK",2021-12,2
3431,Maria Becerra,2021-10,2
3432,Stefano Cilio,2021-11,2
3433,MadMan,2021-11,2
3434,Young Stunna,2021-10,2
3435,"Mora, Bad Bunny, Sech",2021-09,2
3436,"Duki, Justin Quiles, Bizarrap",2021-10,2
3437,JJ Hannon,2017-12,2
3438,Kendrick Lamar,2018-01,2
3439,"MASNY BEN, mgng",2021-11,2
3440,Marama,2021-09,2
3441,Lost In France,2021-11,2
3442,NF,2017-12,2
3443,Birnir,2017-12,2
3444,Peck Palitchoke,2017-12,2
3445,"Gleb, Separ",2021-09,2
3446,Wham!,2021-11,2
3447,Young Stunna,2021-11,2
3448,Gemitaiz,2017-12,2
3449,"RAF Camora, Juju",2021-08,2
3450,Ghali,2018-01,2
3451,"Diho, Alberto, Bibič, Josef Bratan",2021-08,2
3452,Mata,2021-11,2
3453,"Shirin David, Kitty Kat",2021-10,2
3454,"$hirak, Ronnie Flex, Yssi SB, Lil Kleine",2021-08,2
3455,"Sofiane, Ninho, Hornet La Frappe",2018-01,2
3456,"Ozuna, Cardi B",2017-12,2
3457,Maria Becerra,2021-08,2
3458,"zzoilo, Aitana",2021-08,2
3459,Crowd Lu,2018-03,1
3460,Josylvio,2018-03,1
3461,"Billy Sio, Light",2020-06,1
3462,Benjamin Ingrosso,2018-03,1
3463,Citybois,2020-05,1
3464,Ben&Ben,2020-06,1
3465,JVG,2020-05,1
3466,"Ermal Meta, Fabrizio Moro",2018-02,1
3467,Boef,2018-02,1
3468,"Tedua, Chris Nolan",2018-03,1
3469,"Tedua, Chris Nolan, AVA",2020-06,1
3470,"Breiðablik, Herra Hnetusmjör",2020-06,1
3471,Boef,2018-05,1
3472,Queen G,2020-06,1
3473,Enrique Iglesias,2018-02,1
3474,The Weeknd,2018-02,1
3475,Ozuna,2018-02,1
3476,"Drake, WizKid, Kyla",2017-01,1
3477,Gilli,2017-01,1
3478,"No.1, Melek Mosso",2018-03,1
3479,"Ben Fero, Anıl Piyancı",2020-05,1
3480,Lacrim,2017-02,1
3481,Crowd Lu,2018-02,1
3482,Reik,2018-03,1
3483,Ninho,2020-05,1
3484,Triana Park,2017-02,1
3485,Kelly Yu,2018-06,1
3486,Liam Payne,2018-02,1
3487,AKA,2018-06,1
3488,"Lorenzo, Vald",2018-02,1
3489,Benjamin Ingrosso,2018-05,1
3490,"Zedd, Maren Morris, Grey",2018-05,1
3491,Gulddreng,2017-02,1
3492,Arctic Monkeys,2018-05,1
3493,5 Seconds of Summer,2018-02,1
3494,Logi Pedro,2018-05,1
3495,"The Chainsmokers, Drew Love",2018-04,1
3496,Killa Fonic,2018-05,1
3497,Dons,2018-02,1
3498,The Chainsmokers,2017-01,1
3499,Jay Chou,2018-05,1
3500,Dark Polo Gang,2018-05,1
3501,Static & Ben El,2018-05,1
3502,Jorge & Mateus,2018-03,1
3503,Contra,2020-05,1
3504,Jorge & Mateus,2018-05,1
3505,Noyz Narcos,2018-04,1
3506,"Kygo, Miguel",2018-03,1
3507,Aya Nakamura,2018-05,1
3508,Antti Tuisku,2018-05,1
3509,"ClubDub, Ra:tio",2020-05,1
3510,Kim Larsen,2018-10,1
3511,"Takagi & Ketra, Giusy Ferreri, Sean Kingston",2018-09,1
3512,Omer Adam,2018-03,1
3513,"Anys, Stormy",2020-05,1
3514,Gísli Pálmi,2018-05,1
3515,Hov1,2018-03,1
3516,"BTS, Nicki Minaj",2018-09,1
3517,Manuel Turizo,2018-09,1
3518,Harry Styles,2020-06,1
3519,"Milo K, Ricko, Poeta Callejero, Miguel Duarte",2018-09,1
3520,Bushido,2018-10,1
3521,Travis Scott,2018-09,1
3522,"Robin Zoot, Koky, Yzomandias",2020-06,1
3523,"Sivas, NODE, Gilli",2018-05,1
3524,DA PUMP,2018-10,1
3525,"Ola Nordmann, RykkinnFella, Jack Dee",2020-05,1
3526,"Szpaku, Raff J.R.",2020-05,1
3527,Drake,2018-09,1
3528,"Lukas Leon, Cheek, Etta",2018-08,1
3529,Fedez,2020-05,1
3530,Bich Phuong,2018-07,1
3531,Hov1,2018-09,1
3532,"Saske, Beyond",2020-06,1
3533,Dennis Lloyd,2018-04,1
3534,Szpaku,2018-10,1
3535,Nasty C,2020-06,1
3536,"El Alfa, Farruko, Myke Towers",2020-05,1
3537,Ernia,2020-06,1
3538,EggPlantEgg,2018-07,1
3539,A$AP Rocky,2018-05,1
3540,CA$HANOVA BULHAR,2020-05,1
3541,"Zedd, Maren Morris, Grey",2018-03,1
3542,Aron Can,2018-05,1
3543,"Anuel AA, Ozuna",2018-07,1
3544,"Dynoro, Gigi D'Agostino",2019-01,1
3545,DrefGold,2020-05,1
3546,DMS,2019-01,1
3547,Little Mix,2018-11,1
3548,Ed Sheeran,2020-05,1
3549,"Elastinen, Gettomasa",2020-06,1
3550,Windy Guai,2020-05,1
3551,"Farid Bang, Capo, 6ix9ine, SCH",2018-09,1
3552,Fedez,2018-11,1
3553,BLACKPINK,2018-10,1
3554,"Yzomandias, Nik Tendo",2018-04,1
3555,Travis Scott,2020-05,1
3556,Jauns Mēness,2020-06,1
3557,"Silk City, Diplo, Mark Ronson",2018-09,1
3558,"Morat, Sebastian Yatra",2020-05,1
3559,"V:RGO, Dim4ou",2018-11,1
3560,"Eldzhey, FEDUK",2018-07,1
3561,Omer Adam,2019-01,1
3562,"Fedez, Tedua",2019-01,1
3563,Auður,2020-06,1
3564,Anuel AA,2018-08,1
3565,"bruno livesax, Raccoon3eyes",2020-05,1
3566,Prāta Vētra,2018-08,1
3567,Evelina,2020-05,1
3568,Queen G,2020-05,1
3569,Queen,2019-01,1
3570,Boef,2018-10,1
3571,Truc Nhan,2018-07,1
3572,Saul,2020-05,1
3573,Lil Uzi Vert,2018-09,1
3574,Samir & Viktor,2018-06,1
3575,"DJ Stephan, Mad Clip, Tyga",2020-05,1
3576,Tyga,2020-06,1
3577,Paloma Mami,2019-01,1
3578,"Ozuna, Manuel Turizo",2018-10,1
3579,NCT 127,2020-05,1
3580,Capital Bra,2020-05,1
3581,Bushido,2018-09,1
3582,Katja Krasavice,2020-06,1
3583,No Te Va Gustar,2018-06,1
3584,EggPlantEgg,2019-02,1
3585,Jonas Brothers,2019-04,1
3586,benny blanco,2019-03,1
3587,Gusttavo Lima,2019-04,1
3588,nublu,2019-04,1
3589,TWICE,2018-11,1
3590,"ClubDub, Ra:tio, Aron Can",2018-09,1
3591,"Will Ferrell, My Marianne",2020-06,1
3592,"KMN Gang, Azet, Miami Yacine, Nash, Zuna",2018-06,1
3593,"Tropkillaz, J Balvin, Anitta, Mc Zaac",2019-04,1
3594,"Lomepal, Orelsan",2018-12,1
3595,Ultimo,2019-04,1
3596,Booba,2019-02,1
3597,XXXTENTACION,2018-11,1
3598,Koba LaD,2018-09,1
3599,Nane,2019-04,1
3600,"Loredana, Mozzik",2019-02,1
3601,Lenna,2018-10,1
3602,"Madd, Lacrim",2020-05,1
3603,"F.HERO, Lazyloxy, OG-ANIC",2019-03,1
3604,Bryant Myers,2018-10,1
3605,"Emis Killa, 6ix9ine, PashaPG",2018-10,1
3606,"Kubilay Karça, Şehinşah",2019-01,1
3607,Birgir Hákon,2020-05,1
3608,"Azteca, Nane",2020-05,1
3609,Floni,2019-01,1
3610,"Avicii, Aloe Blacc",2019-06,1
3611,"Side Baby, DrefGold",2018-10,1
3612,"Milion Plus, Yzomandias, Hasan, Nik Tendo, Kamil Hoffmann",2018-11,1
3613,"Anastasio, Don Joe",2018-12,1
3614,Anuar & Ellina,2019-06,1
3615,"Tymek, Big Scythe",2019-02,1
3616,"Khontkar, Ben Fero",2019-06,1
3617,"ClubDub, Ra:tio",2019-06,1
3618,"Hasan, Nik Tendo",2019-04,1
3619,Shirin David,2019-02,1
3620,Gasellit,2019-05,1
3621,Ozuna,2019-06,1
3622,Yzomandias,2019-05,1
3623,Herra Hnetusmjör,2019-06,1
3624,Zara Larsson,2018-10,1
3625,"Famke Louise, Ronnie Flex",2018-12,1
3626,"Mikael Gabriel, Vesa-Matti Loiri",2019-03,1
3627,MEAN,2019-06,1
3628,ATYPISK,2019-02,1
3629,Gusttavo Lima,2019-05,1
3630,Herra Hnetusmjör,2018-10,1
3631,"Luciano, Nimo",2018-11,1
3632,Fiersa Besari,2019-02,1
3633,SCH,2018-10,1
3634,"Zayo, Samey",2018-12,1
3635,Billie Eilish,2019-01,1
3636,Chris Brown,2019-06,1
3637,EggPlantEgg,2018-11,1
3638,Papi Hans,2019-03,1
3639,Luciano,2019-05,1
3640,Boef,2018-12,1
3641,"Shiva, Pyrex",2019-10,1
3642,Stephanie Poetri,2019-06,1
3643,Capo Plaza,2019-06,1
3644,Birgir Hákon,2019-06,1
3645,Billie Eilish,2018-11,1
3646,"Milion Plus, Nik Tendo, Hasan, Kamil Hoffmann",2018-11,1
3647,5GANG,2018-12,1
3648,Gettomasa,2019-05,1
3649,Poju,2019-05,1
3650,"Anastasio, Don Joe",2018-11,1
3651,Gilli,2018-11,1
3652,"Taco Hemingway, Dawid Podsiadło",2019-09,1
3653,"Loredana, MERO",2019-09,1
3654,Daniil,2019-09,1
3655,Aitana,2018-11,1
3656,Reket,2019-11,1
3657,Håkan Hellström,2018-11,1
3658,Ariana Grande,2019-08,1
3659,"Rafet El Roman, Derya",2018-11,1
3660,Jamiryo,2019-06,1
3661,"Teflon Brothers, Kalevauva.fi",2019-06,1
3662,Ben Fero,2018-11,1
3663,"TOQUEL, Light",2019-05,1
3664,Jorge & Mateus,2019-09,1
3665,Lacrim,2018-12,1
3666,Sfera Ebbasta,2018-11,1
3667,"Maes, Booba",2018-11,1
3668,WOS,2019-10,1
3669,Davina Michelle,2018-10,1
3670,Shiva,2019-09,1
3671,"Bad Bunny, Tainy",2019-05,1
3672,"estraden, Victor Leksell",2019-09,1
3673,Aseel Hameem,2019-11,1
3674,JVG,2019-10,1
3675,Karpe,2019-06,1
3676,Ishay Ribo,2019-10,1
3677,"MACHETE, Dani Faiv, J Balvin",2019-09,1
3678,Luciano,2019-08,1
3679,Lil Nas X,2019-03,1
3680,"Slow J, Papillon",2019-09,1
3681,"BEGE, Nova Norda",2019-06,1
3682,"Dopebwoy, SRNO",2019-06,1
3683,"Felipe Araújo, Ferrugem",2019-03,1
3684,Nimo,2019-11,1
3685,Lewis Capaldi,2019-10,1
3686,"Prāta Vētra, Musiqq",2019-06,1
3687,Gemitaiz,2018-12,1
3688,Aron Can,2018-12,1
3689,Omar Montes,2019-12,1
3690,DJ Muscleboy,2019-10,1
3691,Ali Gatie,2019-10,1
3692,"Bushido, Animus",2019-09,1
3693,SIX60,2019-11,1
3694,Birgir Hákon,2019-09,1
3695,Calvin Harris,2019-03,1
3696,"DJ Snake, J Balvin, Tyga",2019-07,1
3697,"Dalex, Lenny Tavárez",2019-09,1
3698,AJ Tracey,2019-09,1
3699,"Birnir, Lil Binni",2019-07,1
3700,Phan Mạnh Quỳnh,2020-01,1
3701,RIN,2019-08,1
3702,Boro Purvi,2019-12,1
3703,Harry Styles,2019-12,1
3704,Ceza,2020-01,1
3705,"Lorenzo, Orelsan",2019-08,1
3706,7liwa,2019-08,1
3707,"24/7, Birgir Hákon",2019-08,1
3708,MiniByte,2020-02,1
3709,Selena Gomez,2020-01,1
3710,"Piso 21, Christian Nodal",2019-09,1
3711,"Rich Music LTD, Dalex, Sech, Justin Quiles, Wisin, Zion, Dímelo Flow, Lenny Tavárez, Feid",2019-09,1
3712,Yüzyüzeyken Konuşuruz,2020-01,1
3713,NODE,2019-09,1
3714,PARTYNEXTDOOR,2019-11,1
3715,Achille Lauro,2020-02,1
3716,Boef,2020-01,1
3717,Salmo,2019-12,1
3718,"Aron Can, Friðrik Dór",2019-10,1
3719,DaBaby,2019-09,1
3720,Laddi,2019-12,1
3721,"Halsey, SUGA, BTS",2019-12,1
3722,Cyborg,2020-02,1
3723,"Moov'art, MC JAY",2019-11,1
3724,"Elastinen, Jenni Vartiainen",2020-03,1
3725,"Hassan Shakosh, Omar Kamal",2020-03,1
3726,sanah,2020-03,1
3727,"RAF Camora, Bonez MC",2020-01,1
3728,Ozzy,2019-12,1
3729,"SNIK, Tamta",2019-07,1
3730,Eminem,2020-02,1
3731,"Y2K, bbno$",2019-08,1
3732,Glenn Fredly,2020-04,1
3733,Lilas ir Innomine,2019-10,1
3734,"Porsche Boy, Dalyb",2020-04,1
3735,Auður,2020-04,1
3736,Ultimo,2019-12,1
3737,Dotter,2020-03,1
3738,Charlie Puth,2017-08,1
3739,"Piruka, Bluay",2019-11,1
3740,"Boef, Chivv",2019-12,1
3741,Nego do Borel,2017-03,1
3742,Toivon kärki,2020-04,1
3743,"Lil Kleine, Boef",2017-08,1
3744,Marracash,2019-10,1
3745,Samra,2020-04,1
3746,Ran Nishihara,2019-12,1
3747,Skusta Clee,2019-08,1
3748,Tzamal,2020-02,1
3749,Trad.Attack!,2020-04,1
3750,Gulddreng,2017-03,1
3751,DA Uzi,2020-04,1
3752,"NODE, Stepz",2017-04,1
3753,"Reynmen, Ufo361",2020-04,1
3754,King Gnu,2020-01,1
3755,Michael Bublé,2019-12,1
3756,Reket,2017-04,1
3757,ANNA,2020-04,1
3758,"Mister V, Jul",2020-01,1
3759,"ANNA, MadMan, Gemitaiz",2020-04,1
3760,"Mc Zaac, MC Vigary",2017-04,1
3761,Gazzelle,2020-04,1
3762,Baggalútur,2019-12,1
3763,"Elastinen, Jenni Vartiainen",2020-01,1
3764,Fy,2020-02,1
3765,Sturla Atlas,2017-03,1
3766,DrefGold,2020-02,1
3767,"JóiPé, Króli",2020-04,1
3768,"Đen, Phương Anh Đào",2020-03,1
3769,Wiktoria,2017-03,1
3770,Doja Cat,2020-02,1
3771,Trevor Daniel,2020-02,1
3772,MiniByte,2020-01,1
3773,SAINt JHN,2020-02,1
3774,Ben&Ben,2020-01,1
3775,Sfera Ebbasta,2017-03,1
3776,DaBaby,2020-04,1
3777,PRO8L3M,2020-01,1
3778,"Daddy Yankee, Sech",2020-01,1
3779,Shiva,2020-01,1
3780,Miquela,2017-08,1
3781,"Azteca, Ian",2020-02,1
3782,Dani Faiv,2020-04,1
3783,Trevor Daniel,2020-03,1
3784,"Lil Kleine, Ronnie Flex",2017-07,1
3785,"Charlie Charles, Izi, Rkomi, Sfera Ebbasta, Tedua, Ghali",2017-03,1
3786,Ricardo Arjona,2020-04,1
3787,JVG,2020-04,1
3788,Kristian Kostov,2017-05,1
3789,DJ Khaled,2017-04,1
3790,Evelina,2017-05,1
3791,Saif Amer,2020-03,1
3792,GUNGUN,2020-03,1
3793,Booba,2017-07,1
3794,Dark Polo Gang,2017-06,1
3795,Louis Tomlinson,2017-07,1
3796,"Martin Garrix, Troye Sivan",2017-06,1
3797,Kendrick Lamar,2017-03,1
3798,"Guè Pequeno, Sfera Ebbasta",2017-06,1
3799,"Lacrim, Booba",2017-03,1
3800,"Wisin, Ozuna",2017-06,1
3801,"Fabio Rovazzi, Gianni Morandi",2017-05,1
3802,Joakim Lundell,2017-07,1
3803,"J Balvin, Willy William",2017-06,1
3804,"Martin Garrix, Troye Sivan",2017-05,1
3805,"Carlos Vives, Sebastian Yatra",2017-07,1
3806,Taco Hemingway,2017-07,1
3807,First Anuwat,2020-10,1
3808,Shirin David,2021-07,1
3809,"Fy, Lil Barty",2020-09,1
3810,sangiovanni,2021-07,1
3811,"andrei, Killa Fonic, Nane, bbno$, Azteca",2020-08,1
3812,"Omer Adam, Eden Ben Zaken",2020-07,1
3813,"SB Maffija, Mata, White 2115, Jan-Rapowanie, Janusz Walczuk, Kacperczyk, Beteo",2020-07,1
3814,Brent Faiyaz,2021-07,1
3815,Ernia,2020-10,1
3816,Bad Bunny,2020-07,1
3817,"Stormy, Tagne",2021-07,1
3818,"andrei, Killa Fonic, Nane, bbno$, Azteca",2020-07,1
3819,ElGrandeToto,2020-07,1
3820,SLAVA MARLOW,2021-07,1
3821,"Kevin, Yade Lauren",2020-09,1
3822,Kontra K,2020-07,1
3823,"Da LAB, Miu Lê",2020-08,1
3824,Kenshi Yonezu,2020-08,1
3825,Katja Krasavice,2020-07,1
3826,Gemitaiz,2020-11,1
3827,"Bonez MC, Maxwell",2020-09,1
3828,Hoang Dung,2020-08,1
3829,Dopebwoy,2020-08,1
3830,Dear Jane,2021-07,1
3831,"Karan Aujla, Tania",2020-08,1
3832,Lazza,2020-07,1
3833,"cakal, Reckol, Straed",2021-07,1
3834,Billkin,2020-12,1
3835,Danny Vera,2021-01,1
3836,Haloo Helsinki!,2020-10,1
3837,Lewis Capaldi,2020-08,1
3838,"Ufo361, Sonus030",2020-08,1
3839,Morgan Wallen,2021-01,1
3840,The Weeknd,2021-01,1
3841,Skusta Clee,2021-07,1
3842,"Soa mattrix, SoulfulG, Shaun101",2020-10,1
3843,"nublu, gameboy tetris, Raul Ojamaa",2021-01,1
3844,"DJ Muscleboy, Manswess",2020-10,1
3845,"Dinos, Nekfeu",2020-12,1
3846,"Miriam Bryant, Yasin",2021-01,1
3847,Wegz,2020-10,1
3848,"CKay, ElGrandeToto",2021-01,1
3849,BEHM,2020-10,1
3850,"Night Grind, Ivan Greko, iLLEOo",2020-09,1
3851,"FSK SATELLITE, Sfera Ebbasta, Greg Willen, Charlie Charles",2020-09,1
3852,Ben&Ben,2020-11,1
3853,BEGE,2020-12,1
3854,"Dua Lipa, Angèle",2021-01,1
3855,Luciano,2021-01,1
3856,Bar Tzabary,2020-09,1
3857,"Shabjdeed, Al Nather",2021-01,1
3858,Idan Rafael Haviv,2021-01,1
3859,"Galin, Dessita, Lidia, Adam, Madjuna",2021-01,1
3860,"Dadju, Ninho",2020-07,1
3861,Laylow,2021-07,1
3862,Cassper Nyovest,2020-09,1
3863,Booba,2020-11,1
3864,BTS,2020-07,1
3865,Madrigal,2020-12,1
3866,"Soa Mattrix, Soulful G, Shaun 101",2021-01,1
3867,Son Orioz,2020-10,1
3868,"Abi, Dorian Popa",2020-07,1
3869,CJ,2021-01,1
3870,"Boef, 3robi",2020-12,1
3871,Singapūras Satīns,2020-07,1
3872,"Didomido, Eglo G",2020-10,1
3873,Bloody Hawk,2020-09,1
3874,Birnir,2021-07,1
3875,chillwagon,2020-10,1
3876,"Taco Hemingway, Zeppy Zep, Keeko",2020-07,1
3877,"Murda, Ezhel",2020-08,1
3878,Luciano,2020-12,1
3879,"Emis Killa, Jake La Furia",2020-09,1
3880,"MITCH RECORDS, M.A.K.",2020-08,1
3881,Scriptonite,2020-12,1
3882,Fahed Bin Fasla,2020-09,1
3883,Steven Rosvell,2020-07,1
3884,BEGE,2020-10,1
3885,"Franco126, Calcutta ",2020-12,1
3886,Samra,2020-11,1
3887,Master KG,2020-09,1
3888,"Soobin Hoang Son, Binz",2020-12,1
3889,Anitta,2020-09,1
3890,Justin Bieber,2020-09,1
3891,"Melisses, DJ Kas",2020-09,1
3892,Bonez MC,2020-07,1
3893,"Amuly, Ian, andrei",2020-10,1
3894,"Nik Tendo, CA$HANOVA BULHAR, Luca Brassi10x",2020-09,1
3895,"Marso, Fyre, Bobkata",2021-01,1
3896,"MERO, Nimo",2020-10,1
3897,"Taco Hemingway, Gruby Mielzky, Borucci",2020-08,1
3898,Laddi,2020-12,1
3899,KESI,2020-07,1
3900,"Headie One, Drake",2020-07,1
3901,"Anuel AA, Ozuna",2021-01,1
3902,Mapara A Jazz,2020-10,1
3903,"MG, Phen",2021-02,1
3904,Miley Cyrus,2020-11,1
3905,"PRNY, Ian, Amuly",2020-11,1
3906,"Yzomandias, Luca Brassi10x",2020-11,1
3907,Plylist,2021-05,1
3908,Gilli,2020-11,1
3909,"Azet, Capital Bra",2020-10,1
3910,"Kawe, Mc Lele JP",2021-01,1
3911,MaziteLo,2020-09,1
3912,"Boro Purvi, EMIL TRF",2020-12,1
3913,"Trannos, Billy Sio, Light, Lil Riico",2021-02,1
3914,KAROL G,2021-02,1
3915,LSP,2021-02,1
3916,Luciano,2020-11,1
3917,Cro,2021-03,1
3918,"Da LAB, Miu Lê",2020-07,1
3919,Idan Rafael Haviv,2020-12,1
3920,ansis,2020-10,1
3921,"Ezhel, Kelvyn Colt",2020-11,1
3922,Gazzelle,2020-09,1
3923,Friðrik Dór,2021-02,1
3924,"Busta 929, Mpura, Zuma, Mr JazziQ, Lady Du, Reece Madlisa",2021-04,1
3925,"KC Rebell, Summer Cem",2020-11,1
3926,"Bausa, RIN, Ufo361",2020-12,1
3927,"Pitsa, Reket, kohver, boipepperoni",2021-02,1
3928,Landy,2021-01,1
3929,Kali Uchis,2021-04,1
3930,Ultimo,2020-12,1
3931,Guzior,2021-02,1
3932,Inkonnu,2020-11,1
3933,"Tagne, Draganov",2020-10,1
3934,Boza,2020-07,1
3935,"Đen, JustaTee",2020-12,1
3936,Naps,2021-04,1
3937,Gazzelle,2021-01,1
3938,CA$HANOVA BULHAR,2021-04,1
3939,Dave,2021-07,1
3940,"Calinacho, Ian, Azteca",2021-03,1
3941,Victoria Nadine,2020-11,1
3942,STIG,2020-10,1
3943,"A-Reece, Wordz",2021-01,1
3944,"Bonez MC, LX",2020-09,1
3945,"HGEMONA$, Sadam, HV$K",2021-03,1
3946,Auður,2021-04,1
3947,Glass Animals,2021-01,1
3948,Pil C,2020-09,1
3949,"AP Dhillon, Gminxr, Gurinder Gill, Shinda Kahlon",2021-03,1
3950,Blackheart,2021-05,1
3951,"Yzomandias, Nik Tendo, Smack",2020-11,1
3952,William Laura IiO,2020-09,1
3953,"Double Zuksh, 3enba",2021-02,1
3954,"Ben Fero, Ezhel",2020-09,1
3955,Einár,2021-02,1
3956,"Guru Randhawa, Nikhita Gandhi, Tanishk Bagchi, Nora Fatehi",2020-10,1
3957,Bubbi Morthens,2021-04,1
3958,Floni,2021-07,1
3959,"Dua Lipa, Angèle",2020-10,1
3960,"Baggalútur, Valdimar Guðmundsson, BRÍET",2020-12,1
3961,"MG, Acejax, Ellize",2021-05,1
3962,KSI,2021-03,1
3963,DEAD BLONDE,2021-05,1
3964,Sech,2021-04,1
3965,"Nik Tendo, Separ",2021-07,1
3966,Antti Tuisku,2021-02,1
3967,"MG, DJ Stephan",2021-03,1
3968,Trippie Redd,2021-05,1
3969,"Ben&Ben, Moira Dela Torre",2021-07,1
3970,Immune,2021-03,1
3971,"Cledos, BEHM",2021-03,1
3972,BRÍET,2021-02,1
3973,Taylor Swift,2021-04,1
3974,Joel Corry,2020-12,1
3975,Baggalútur,2020-12,1
3976,CA$HANOVA BULHAR,2021-06,1
3977,"Afsana Khan, Harrdy Sandhu, Sargun Mehta",2020-11,1
3978,"ProfJam, Agir",2021-02,1
3979,"Benny Jamz, Gilli, KESI, B.O.C",2021-03,1
3980,"LFERDA, Spow",2021-02,1
3981,"Fy, Light",2020-11,1
3982,Lord Siva,2020-12,1
3983,"Capital Bra, NGEE",2021-04,1
3984,Juan P,2021-04,1
3985,VLOSPA,2021-03,1
3986,"Beatzarre & Djorkaeff, LEA, Capital Bra",2021-06,1
3987,"Light, Strat, VLOSPA",2021-06,1
3988,"Eden Hason, Jasmin Moallem",2021-04,1
3989,Victor Leksell,2021-05,1
3990,Ultimo,2021-04,1
3991,JuS CODE,2021-03,1
3992,"Izi, 7ari",2021-03,1
3993,V:RGO,2021-03,1
3994,"DJ Maphorisa, Tyler ICU, Sir Trill, Daliwonga, Kabza De Small",2021-06,1
3995,"DBN Gogo, Blaqnick, MasterBlaq, Mpura, Ama Avenger, M.J",2021-04,1
3996,Lorde,2021-06,1
3997,"DJ Muscleboy, Manswess",2021-04,1
3998,"Juky San, REDT",2021-03,1
3999,SLAVA MARLOW,2021-05,1
4000,OBLADAET,2021-03,1
4001,A-Reece,2021-03,1
4002,Birnir,2021-03,1
4003,Aleyna Tilki,2021-02,1
4004,"Dúmbó og Steini, Steini",2021-06,1
4005,"Ola Nordmann, RykkinnFella, Jack Dee",2021-05,1
4006,Migos,2021-06,1
4007,4EVE,2021-04,1
4008,Viktor Sheen,2021-05,1
4009,João Gomes,2021-06,1
4010,Mad Clip,2021-03,1
4011,"Cassper Nyovest, Abidoza, Boohle",2021-05,1
4012,Vegedream,2021-06,1
4013,Perkons,2021-06,1
4014,Myra Granberg,2021-06,1
4015,"Eden Ben Zaken, Itay Galo",2021-04,1
4016,Aron Can,2021-04,1
4017,"Dimitri Vegas & Like Mike, David Guetta, Dimitri Vegas",2017-11,1
4018,"Tyler, The Creator",2021-06,1
4019,"Carlos Vives, Sebastian Yatra",2017-11,1
4020,"Prāta Vētra, Dons, Intars Busulis",2021-03,1
4021,Shahyn,2021-06,1
4022,Major Lazer,2017-10,1
4023,Tagne,2021-03,1
4024,"Rkomi, Junior K",2021-04,1
4025,"Mora, Bad Bunny, Sech",2021-08,1
4026,Wegz,2021-10,1
4027,"Lacrim, Damso",2017-11,1
4028,Galena,2021-08,1
4029,"J-AX, Fedez",2017-09,1
4030,Antti Tuisku,2017-09,1
4031,JVG,2021-08,1
4032,ABBA,2021-11,1
4033,Butrint Imeri,2021-10,1
4034,Shindy,2021-09,1
4035,"Jhay Cortez, Anuel AA",2021-10,1
4036,"Stormy, Tagne, ElGrandeToto",2021-08,1
4037,Paulina,2021-11,1
4038,"Yasser Desai, Neha Kakkar, Rajat Nagpal",2021-08,1
4039,Portion Boys,2021-09,1
4040,Madame,2021-09,1
4041,"Amenazzy, Lary Over",2017-11,1
4042,Crowd Lu,2017-10,1
4043,"Leaderbrain, RICTA",2021-09,1
4044,"Mora, Bad Bunny, Sech",2021-10,1
4045,"Camila Cabello, Young Thug",2017-09,1
4046,MG,2021-11,1
4047,Da LAB,2021-08,1
4048,Rasmus Seebach,2017-09,1
4049,"Tilly Birds, MILLI",2021-08,1
4050,5MIINUST,2021-10,1
4051,Orelsan,2017-10,1
4052,"Tiago PZK, LIT killah",2021-10,1
4053,Molo,2017-11,1
4054,"Immune, Dof Twogee",2021-09,1
